log_time_ns,_full_text,_type,theta,x,y
1697563559571725760,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.135159478020716,2.319725387360322,0.7941450018502082
1697563559576329605,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.1515643303086414,2.314308347072316,0.8029029918496372
1697563559581715549,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.167970985082521,2.308749791355561,0.8115676322795301
1697563559587012157,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.1843786125452436,2.30305124236428,0.8201366678479214
1697563559591555286,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.2007879082698736,2.2972142714044255,0.8286078750955967
1697563559596409511,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.2171991760150718,2.291240483471135,0.8369790536211017
1697563559601599545,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.233611728075898,2.285131512101557,0.8452480237421661
1697563559606648791,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.250026028036583,2.278889035708418,0.8534126375722983
1697563559611640120,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.2664418942424245,2.2725147630410456,0.8614707707922423
1697563559616790775,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.2828599946001784,2.26601044442963,0.8694203305266988
1697563559621653311,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.2992800430064353,2.2593778571799352,0.8772592470564343
1697563559626656957,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.3157017749325863,2.2526188127390996,0.8849854791293156
1697563559631388744,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.3321260621728435,2.2457351649472854,0.8925970199426757
1697563559636459742,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.3485525111381342,2.2387287907319866,0.9000918858957
1697563559641261287,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.3649813964172868,2.231601604766949,0.9074681265637461
1697563559646366757,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.381412748654446,2.224355551829744,0.9147238207290551
1697563559651356089,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.3978468151828345,2.216992609911375,0.9218570791268885
1697563559656582537,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.414283442712744,2.2095147848754957,0.928866041906202
1697563559661810571,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.430723030665378,2.201924117420019,0.9357488837759543
1697563559666512640,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.4471655486049677,2.1942226748655473,0.9425038096653802
1697563559671317225,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.4636111216807155,2.186412555225167,0.9491290580578139
1697563559677175520,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.4800597997969174,2.178495884873405,0.9556229003221594
1697563559681744285,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.496511738961626,2.1704748194395775,0.9619836420581543
1697563559687125529,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.512967040041268,2.162351542011242,0.9682096227593414
1697563559691396365,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.5294254516664676,2.154128260267405,0.9742992148062991
1697563559696721825,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.5458874721892784,2.1458072145678466,0.9802508293068012
1697563559701582721,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.562353004633213,2.137390666862642,0.9860629099480985
1697563559707207492,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.5788218688821587,2.1288809041473225,0.9917339359397976
1697563559711614537,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.595294097501723,2.120280240215774,0.9972624238923937
1697563559717036478,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.6117701236004063,2.1115910165600402,1.0026469291621336
1697563559721653608,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.62824942959908,2.1028155912032362,1.00788603965347
1697563559726424171,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.6447323848312205,2.0939563525108085,1.0129783852321985
1697563559731516296,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.661219002940438,2.085015708859232,1.0179226320484847
1697563559736313782,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.6777087533082664,2.0759960865556195,1.0227174820154077
1697563559741410836,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.6942023958054424,2.0668999436029734,1.0273616821894183
1697563559746601113,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.71069925114732,2.0577297476932466,1.0318540117911792
1697563559751784628,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.727199520448673,2.048487993755064,1.036193293945671
1697563559756404618,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.7437032636824075,2.0391771953143194,1.040378391052509
1697563559761955587,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.760210369384515,2.0297998836135522,1.0444082050021977
1697563559766987820,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.776720560293617,2.02035860700488,1.0482816775595607
1697563559771420154,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.7932340534351496,2.0108559354628817,1.0519977939428442
1697563559776772737,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.8097504153839736,2.001294450948097,1.0555555775546406
1697563559781496785,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.8262701948700677,1.9916767595246536,1.0589540983037897
1697563559786541082,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.8427927481301936,1.9820054736388788,1.062192462272024
1697563559791338948,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.8593183881006965,1.9722832282699638,1.0652698225442236
1697563559796568631,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.8758465962932647,1.9625126662229648,1.068185370745695
1697563559801514336,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.8923778748833975,1.952696451937802,1.0709383463944755
1697563559806830537,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.90891151293731,1.9428372532772298,1.0735280262325093
1697563559811365784,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.925447733574625,1.9329377576352764,1.0759537349986326
1697563559816699394,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.9419868698170912,1.9230006647582487,1.0782148416379298
1697563559821505251,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.958528408676248,1.9130286785278057,1.0803107548529411
1697563559826599637,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.97507220746016,1.9030245157591714,1.0822409292794246
1697563559831519579,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,2.991618405261635,1.8929909047706543,1.0840048652588514
1697563559836410985,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.008166707097107,1.8829305790330946,1.0856021055251097
1697563559841315178,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.0247172429189746,1.8728462831550126,1.087032239589883
1697563559846600683,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.041269655389666,1.8627407649854995,1.0882948994401112
1697563559851412215,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.0578240807663484,1.8526167825470443,1.0893897644923125
1697563559856438212,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.074380562541661,1.8424770986851946,1.0903165588577541
1697563559861471295,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.090938997610875,1.8323244798880558,1.0910750512013025
1697563559866619877,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.1074989570263156,1.8221616941207255,1.0916650539718609
1697563559871276137,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.1240608377595684,1.8119915190867142,1.0920864291366739
1697563559876452218,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.1406243110708605,1.8018167293053262,1.0923390806623765
1697563559881654918,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.1571893711252184,1.7916401035617568,1.0924229597155453
1697563559886410269,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.173756114710944,1.781464422413717,1.0923380636349491
1697563559891405148,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.190324083601718,1.7712924622704063,1.0920844327477075
1697563559896430808,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.2068937125573598,1.761127005969658,1.0916621574828478
1697563559901413039,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.2234647411317514,1.750970829564964,1.0910713706019386
1697563559906466009,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.240036997894416,1.7408267077015604,1.0903122510336687
1697563559911411772,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.2566106808441777,1.7306974150453467,1.089385025227115
1697563559916569278,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.2731856814774023,1.720585720219072,1.0882899638076367
1697563559921443437,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.289761755262999,1.7104943863714313,1.0870273823638341
1697563559926442264,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.3063391110952516,1.7004261750302292,1.0855976442724748
1697563559931382102,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.3229175394254877,1.690383838506855,1.0840011563533545
1697563559936778948,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.339497336479555,1.680370126375571,1.0822383733062333
1697563559941484913,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.356077757661099,1.6703877725947458,1.0803097900342535
1697563559946498270,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.372659732496201,1.6604395160213234,1.0782159548233612
1697563559951434402,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.3892425892606806,1.6505280739907657,1.0759574531728506
1697563559956614329,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.405826352358144,1.6406561595645819,1.0735349189033196
1697563559962005912,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.422411116179033,1.630826475873512,1.0709490309345588
1697563559966434892,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.4389967291192463,1.6210417128939059,1.068200511569318
1697563559971476312,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.455583375128585,1.6113045512598079,1.065290129159503
1697563559976557209,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.472171145892073,1.601617658169538,1.0622186958165252
1697563559981595396,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.4887595888415603,1.5919836831064236,1.0589870649905866
1697563559986537078,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.5053489450071567,1.5824052668039175,1.0555961373127736
1697563559991493439,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.5219392476198976,1.5728904796585983,1.0520489685349586
1697563559996704220,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.5385289917669205,1.563449617417447,1.048349663391355
1697563560001936433,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.5551169555029976,1.5540849712906486,1.0444993679584371
1697563560007018284,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.571702233235074,1.5447988140018105,1.0404992738634304
1697563560011426523,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.588283398883524,1.5356187756512805,1.0363624506713898
1697563560016637472,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.6048548414028136,1.5265828888314534,1.0321075507394124
1697563560021617241,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.621409931367406,1.5176918831579655,1.0277363559494817
1697563560026593007,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.6379442675641,1.5089464622729518,1.0232507051730217
1697563560031303030,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.654428234249931,1.5003670863699607,1.0186642312453695
1697563560036790736,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.6708188529524737,1.491982224393855,1.013996024781367
1697563560041293758,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.6871126930004117,1.4837911795059444,1.009248374885915
1697563560046412735,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.703307422279538,1.4757931760234784,1.0044236230315886
1697563560051568004,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.7193397799589842,1.4679824697229065,0.9995232900652269
1697563560057277869,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.735125567512835,1.460351164119587,0.9945485313955348
1697563560061288834,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.7506770964587837,1.4528983835938298,0.9895018299247352
1697563560066916998,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.766008127596738,1.4456231057193802,0.9843857432680959
1697563560071420577,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.781013093558297,1.4385137663549696,0.979199854162935
1697563560076445640,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.7955523237157784,1.4315543804355226,0.9739423300704645
1697563560081921744,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.8096724852537776,1.4247439257998167,0.9686158615661941
1697563560086290821,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.8234225102774513,1.4180811044975234,0.9632232967523834
1697563560092153039,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.8368530641290377,1.4115575183636373,0.9577620107883263
1697563560096724490,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.85001772316447,1.4051617627947601,0.9522269896354901
1697563560101871373,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.8629694694245114,1.398892287438424,0.9466213954191591
1697563560106433978,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.875758470150064,1.3927473939593966,0.9409483960434142
1697563560111342724,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.8879218593966858,1.38670487746073,0.9352135476586436
1697563560116458066,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.8989582229873925,1.3807357280500234,0.9294214512344705
1697563560121812060,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.909152107124557,1.3748400567526238,0.9235737259833822
1697563560126888085,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.918736194268522,1.3690171705571843,0.9176725098212606
1697563560131695381,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.9270126335461697,1.363239647012996,0.9117326482977552
1697563560136463410,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.933247915218452,1.3574712146047774,0.9057711883396722
1697563560141772567,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.9382083865959086,1.3517161305022114,0.8997849204009966
1697563560146893363,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.9423486240961214,1.3459754401998456,0.8937735800768513
1697563560151256373,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.945780241753029,1.3402374815353644,0.887734034777412
1697563560156455632,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.9485256298272926,1.334485972936763,0.8816611519650054
1697563560161721502,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.9508391498349678,1.3287219713806893,0.8755548434493655
1697563560167116971,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.9528825516893704,1.322946148720615,0.8694153413693598
1697563560171446361,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.953894228701774,1.317133045785822,0.8632554080585565
1697563560176486012,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.952999266576718,1.3112451686858466,0.8570931021255633
1697563560181432236,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.9507484106125457,1.30528412717331,0.8509271916559672
1697563560187008967,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.9475274416008865,1.2992512543208143,0.8447571625507374
1697563560191497905,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.9435003721647988,1.2931453733157323,0.8385858250942502
1697563560196515652,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.9387416728448965,1.2869640166657899,0.832417611928164
1697563560201499976,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.9334607205645753,1.2807080587626962,0.8262528168032404
1697563560206409937,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.9278075466565685,1.2743781610265699,0.8200920985454349
1697563560211597833,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.9214294756689565,1.2679668533998818,0.8139488488970819
1697563560216993626,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.913867890481157,1.2614623430199527,0.8078425013540929
1697563560221439789,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.905378978284773,1.2548645596522225,0.8017743713201153
1697563560226499927,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.896165115520022,1.2481734540086686,0.7957461012295951
1697563560231386866,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.8861894619092876,1.2413865298167224,0.7897655621174875
1697563560236480212,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.8753323758928655,1.2344998634590598,0.7838437696643368
1697563560241467416,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.8637601208480614,1.2275132813953369,0.7779831469721524
1697563560246458094,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.8516096266609434,1.2204267747864743,0.7721862187094863
1697563560251432859,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.838969638156314,1.213240261883909,0.7664563786398078
1697563560256520530,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.825901636708206,1.2059536752550308,0.7607974317960231
1697563560261769532,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.81248891930694,1.198567431068552,0.7552120672449789
1697563560266436374,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.7988001973338505,1.1910820785806908,0.7497030011910912
1697563560271788659,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.7848377750479205,1.183497908740849,0.7442747142367104
1697563560276498825,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.770581254411246,1.175815161585704,0.7389324375556504
1697563560281475696,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.7560853324146084,1.1680347414289307,0.7336788391749716
1697563560286838304,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.7413952461083415,1.16015765409522,0.7285165868461162
1697563560291428450,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.7265523390743454,1.1521850273730863,0.723448230546121
1697563560296605888,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.7115919440993252,1.144118091616233,0.7184762423433194
1697563560301470663,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.6965396078219275,1.135958156830081,0.7136031972971301
1697563560306898683,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.6814163898610275,1.1277066238290319,0.7088316125131935
1697563560311243139,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.6662451166249905,1.1193649883900616,0.7041637466424002
1697563560316802985,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.6510471284499797,1.110934830376184,0.6996017118852204
1697563560321630413,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.635833147256349,1.102417793443301,0.6951478313839226
1697563560326713712,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.6206106706838224,1.0938155811067887,0.6908043416084393
1697563560331413632,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.605440377220276,1.085130001300243,0.6865715915410543
1697563560336566079,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.590393728362045,1.076362896620523,0.6824491358966499
1697563560341501454,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.5754580463553314,1.0675161087504883,0.6784390674843611
1697563560346643568,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.5606214996790637,1.058591534324343,0.6745433273854758
1697563560351577609,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.5459625355318334,1.0495911607786421,0.6707607697982536
1697563560356489605,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.5315815727486903,1.0405169781438959,0.6670890403779008
1697563560361605442,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.5174379279601364,1.0313709010909027,0.6635299200292698
1697563560366462386,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.503496978856715,1.0221548981667075,0.6600849514168113
1697563560371498455,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.489856643733864,1.0128710906859375,0.6567513629582644
1697563560376919603,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.476642378388796,1.0035215605010073,0.6535247791386242
1697563560381700814,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.463782010812558,0.9941081913754773,0.6504065892610887
1697563560386721421,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.4512133104647376,0.98463290083958,0.6473978189651938
1697563560391512168,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.438922934804042,0.9750976323074162,0.6444979283990206
1697563560396509368,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.4269130164883475,0.9655043117812876,0.6417057103043381
1697563560401452891,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.415127666014749,0.9558548053079386,0.6390216525508922
1697563560406352796,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.403519947247231,0.9461509654587145,0.6364460758794338
1697563560411620505,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.3922640171371707,0.9363947909309673,0.6339724977504415
1697563560416542108,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.381568835085467,0.9265881679675504,0.6315921519011328
1697563560421598654,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.371314469293184,0.9167326955557308,0.6293057252755201
1697563560426695880,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.3614013260793403,0.9068299784309448,0.6271134379626445
1697563560432005422,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.3518778950277426,0.8968817500790313,0.6250111372770898
1697563560436420374,"# geometry_msgs/Pose2D
float64 x
float64 y
float64 theta",geometry_msgs/Pose2D,3.3428195703079773,0.8868896844336444,0.6229931468264287
